time	month	temperature	feelslike	wind	direction	gust	cloud	humidity	precipitation	pressure	weather	label
21:00	9	27.0	33.0	10.0	S	19.0	17.0	87.0	4.9	1010.0	Moderate or heavy rain shower	Clear
0:00	9	27.0	33.0	7.0	SSW	10.0	8.0	88.0	0.0	1010.0	Clear	Clear
3:00	9	26.0	32.0	4.0	S	5.0	24.0	89.0	0.0	1010.0	Clear	Sunny
6:00	9	28.0	35.0	2.0	SSE	2.0	19.0	84.0	0.0	1011.0	Sunny	Partly cloudy
9:00	9	32.0	41.0	3.0	SSW	3.0	39.0	65.0	0.0	1011.0	Partly cloudy	Partly cloudy
12:00	9	34.0	42.0	2.0	SW	2.0	58.0	55.0	0.0	1008.0	Partly cloudy	Partly cloudy
15:00	9	33.0	41.0	4.0	S	5.0	44.0	56.0	0.0	1007.0	Partly cloudy	Clear
18:00	9	30.0	36.0	10.0	SSE	16.0	21.0	70.0	0.0	1008.0	Clear	Clear
21:00	9	28.0	35.0	9.0	SE	13.0	5.0	82.0	0.5	1009.0	Clear	Partly cloudy
0:00	9	27.0	33.0	7.0	S	11.0	32.0	84.0	0.0	1010.0	Partly cloudy	Light rain shower
3:00	9	27.0	32.0	6.0	SSW	9.0	61.0	86.0	0.2	1009.0	Light rain shower	Partly cloudy
6:00	9	28.0	34.0	3.0	SSW	3.0	60.0	81.0	0.0	1010.0	Partly cloudy	Partly cloudy
9:00	9	32.0	39.0	7.0	S	8.0	53.0	65.0	0.0	1010.0	Partly cloudy	Partly cloudy
12:00	9	34.0	41.0	9.0	SSE	11.0	51.0	56.0	0.0	1008.0	Partly cloudy	Moderate or heavy rain shower
15:00	9	32.0	40.0	12.0	S	21.0	16.0	63.0	4.7	1007.0	Moderate or heavy rain shower	Clear
18:00	9	28.0	34.0	10.0	SSE	17.0	11.0	78.0	0.0	1008.0	Clear	Clear
21:00	9	27.0	33.0	7.0	SE	11.0	8.0	81.0	0.0	1010.0	Clear	Clear
0:00	9	27.0	33.0	3.0	S	4.0	7.0	83.0	0.0	1010.0	Clear	Clear
3:00	9	26.0	33.0	0.0	S	0.0	9.0	86.0	0.0	1009.0	Clear	Sunny
6:00	9	27.0	35.0	4.0	ENE	4.0	8.0	80.0	0.0	1010.0	Sunny	Sunny
9:00	9	32.0	40.0	3.0	NNE	3.0	15.0	62.0	0.0	1010.0	Sunny	Partly cloudy
12:00	9	34.0	41.0	3.0	N	4.0	52.0	51.0	0.0	1009.0	Partly cloudy	Thundery outbreaks possible
15:00	9	34.0	42.0	2.0	NNE	2.0	25.0	54.0	0.0	1007.0	Thundery outbreaks possible	Clear
18:00	9	29.0	35.0	1.0	S	1.0	16.0	72.0	0.0	1009.0	Clear	Clear
21:00	9	28.0	33.0	7.0	ESE	11.0	21.0	79.0	0.0	1010.0	Clear	Partly cloudy
0:00	9	27.0	31.0	6.0	SSE	11.0	34.0	84.0	0.0	1010.0	Partly cloudy	Clear
3:00	9	26.0	31.0	5.0	S	8.0	24.0	85.0	0.0	1009.0	Clear	Partly cloudy
6:00	9	28.0	33.0	1.0	S	2.0	47.0	78.0	0.0	1010.0	Partly cloudy	Sunny
9:00	9	32.0	41.0	3.0	SW	4.0	20.0	60.0	0.0	1010.0	Sunny	Cloudy
12:00	9	33.0	40.0	8.0	SSW	9.0	64.0	56.0	0.0	1008.0	Cloudy	Moderate or heavy rain shower
15:00	9	31.0	38.0	12.0	S	23.0	21.0	69.0	6.4	1008.0	Moderate or heavy rain shower	Partly cloudy
18:00	9	27.0	31.0	17.0	SW	29.0	29.0	84.0	0.0	1010.0	Partly cloudy	Partly cloudy
21:00	9	26.0	31.0	9.0	WSW	14.0	27.0	88.0	0.0	1011.0	Partly cloudy	Partly cloudy
0:00	9	26.0	30.0	6.0	WSW	9.0	37.0	89.0	0.0	1011.0	Partly cloudy	Partly cloudy
3:00	9	25.0	30.0	4.0	W	6.0	53.0	90.0	0.0	1010.0	Partly cloudy	Partly cloudy
6:00	9	26.0	32.0	1.0	NNW	2.0	28.0	86.0	0.0	1011.0	Partly cloudy	Sunny
9:00	9	31.0	38.0	10.0	W	11.0	7.0	65.0	0.0	1011.0	Sunny	Partly cloudy
12:00	9	34.0	40.0	12.0	WNW	14.0	40.0	54.0	0.0	1008.0	Partly cloudy	Thundery outbreaks possible
15:00	9	33.0	41.0	9.0	WNW	12.0	38.0	56.0	0.0	1007.0	Thundery outbreaks possible	Clear
18:00	9	29.0	36.0	5.0	NNW	8.0	14.0	68.0	0.0	1008.0	Clear	Patchy rain possible
21:00	9	28.0	34.0	4.0	NNW	7.0	12.0	75.0	1.2	1009.0	Patchy rain possible	Clear
0:00	9	27.0	33.0	4.0	NW	7.0	13.0	80.0	0.0	1009.0	Clear	Clear
3:00	9	26.0	33.0	5.0	NNW	6.0	10.0	86.0	0.0	1008.0	Clear	Sunny
6:00	9	27.0	34.0	6.0	N	7.0	12.0	82.0	0.0	1009.0	Sunny	Sunny
9:00	9	31.0	39.0	10.0	NNW	12.0	10.0	64.0	0.0	1009.0	Sunny	Cloudy
12:00	9	34.0	41.0	11.0	NW	12.0	73.0	54.0	0.0	1007.0	Cloudy	Moderate or heavy rain shower
15:00	9	32.0	41.0	8.0	W	13.0	29.0	64.0	3.0	1006.0	Moderate or heavy rain shower	Partly cloudy
18:00	9	28.0	34.0	8.0	WSW	14.0	26.0	78.0	0.0	1007.0	Partly cloudy	Partly cloudy
21:00	9	27.0	32.0	9.0	WSW	17.0	38.0	83.0	0.0	1008.0	Partly cloudy	Partly cloudy
0:00	9	27.0	31.0	11.0	WSW	19.0	57.0	88.0	0.0	1007.0	Partly cloudy	Partly cloudy
3:00	9	26.0	31.0	11.0	WSW	17.0	46.0	89.0	0.0	1007.0	Partly cloudy	Cloudy
6:00	9	27.0	32.0	10.0	WNW	14.0	76.0	85.0	0.0	1007.0	Cloudy	Cloudy
9:00	9	30.0	36.0	12.0	W	14.0	79.0	72.0	0.0	1006.0	Cloudy	Partly cloudy
12:00	9	31.0	38.0	12.0	W	14.0	42.0	66.0	0.0	1005.0	Partly cloudy	Partly cloudy
15:00	9	31.0	39.0	7.0	WSW	8.0	35.0	69.0	0.0	1004.0	Partly cloudy	Partly cloudy
18:00	9	27.0	33.0	4.0	WNW	7.0	33.0	84.0	0.0	1005.0	Partly cloudy	Partly cloudy
21:00	9	27.0	31.0	8.0	SW	14.0	30.0	85.0	0.0	1006.0	Partly cloudy	Partly cloudy
0:00	9	26.0	30.0	12.0	SSW	21.0	48.0	89.0	0.0	1006.0	Partly cloudy	Moderate or heavy rain shower
3:00	9	26.0	29.0	17.0	SW	30.0	45.0	89.0	3.8	1005.0	Moderate or heavy rain shower	Partly cloudy
6:00	9	26.0	31.0	12.0	SSW	16.0	28.0	89.0	0.0	1006.0	Partly cloudy	Partly cloudy
9:00	9	29.0	35.0	17.0	SSW	20.0	44.0	77.0	0.0	1006.0	Partly cloudy	Partly cloudy
12:00	9	31.0	37.0	17.0	SW	20.0	47.0	70.0	0.0	1005.0	Partly cloudy	Moderate or heavy rain shower
15:00	9	29.0	35.0	15.0	SSW	27.0	36.0	78.0	3.4	1005.0	Moderate or heavy rain shower	Partly cloudy
18:00	9	26.0	30.0	13.0	SSW	22.0	56.0	87.0	0.0	1007.0	Partly cloudy	Partly cloudy
21:00	9	26.0	30.0	10.0	S	17.0	28.0	88.0	0.0	1008.0	Partly cloudy	Partly cloudy
0:00	9	26.0	30.0	9.0	S	15.0	33.0	90.0	0.0	1008.0	Partly cloudy	Partly cloudy
3:00	9	25.0	29.0	9.0	SSE	16.0	41.0	90.0	0.0	1008.0	Partly cloudy	Partly cloudy
6:00	9	27.0	32.0	12.0	S	15.0	26.0	85.0	0.0	1009.0	Partly cloudy	Partly cloudy
9:00	9	30.0	35.0	16.0	S	19.0	38.0	74.0	0.0	1010.0	Partly cloudy	Partly cloudy
12:00	9	30.0	36.0	17.0	S	21.0	54.0	75.0	0.0	1009.0	Partly cloudy	Patchy rain possible
15:00	9	29.0	35.0	15.0	S	23.0	35.0	77.0	2.2	1008.0	Patchy rain possible	Partly cloudy
18:00	9	27.0	32.0	7.0	S	12.0	28.0	86.0	0.0	1010.0	Partly cloudy	Patchy rain possible
21:00	9	26.0	31.0	6.0	SSE	10.0	40.0	87.0	0.3	1012.0	Patchy rain possible	Partly cloudy
0:00	9	26.0	30.0	5.0	S	8.0	35.0	89.0	0.0	1011.0	Partly cloudy	Clear
3:00	9	25.0	30.0	3.0	SSW	5.0	22.0	90.0	0.0	1011.0	Clear	Sunny
6:00	9	26.0	33.0	2.0	SSW	2.0	18.0	87.0	0.0	1012.0	Sunny	Sunny
9:00	9	31.0	37.0	7.0	WSW	8.0	22.0	65.0	0.0	1012.0	Sunny	Cloudy
12:00	9	33.0	39.0	12.0	WNW	14.0	70.0	56.0	0.0	1010.0	Cloudy	Partly cloudy
15:00	9	33.0	40.0	12.0	W	15.0	51.0	60.0	0.1	1009.0	Partly cloudy	Clear
18:00	9	28.0	33.0	6.0	WNW	10.0	23.0	81.0	0.0	1010.0	Clear	Partly cloudy
21:00	9	27.0	31.0	5.0	NW	9.0	50.0	83.0	0.1	1012.0	Partly cloudy	Clear
0:00	9	26.0	31.0	3.0	NW	5.0	17.0	85.0	0.0	1012.0	Clear	Clear
3:00	9	25.0	31.0	4.0	NW	6.0	16.0	87.0	0.0	1011.0	Clear	Sunny
6:00	9	26.0	31.0	6.0	N	7.0	20.0	82.0	0.0	1012.0	Sunny	Sunny
9:00	9	31.0	37.0	11.0	NW	12.0	17.0	65.0	0.0	1011.0	Sunny	Partly cloudy
12:00	9	33.0	40.0	15.0	NW	17.0	35.0	60.0	0.0	1009.0	Partly cloudy	Patchy light rain with thunder
15:00	9	32.0	40.0	14.0	NW	21.0	13.0	64.0	2.2	1007.0	Patchy light rain with thunder	Clear
18:00	9	29.0	35.0	7.0	W	13.0	16.0	77.0	0.0	1008.0	Clear	Moderate or heavy rain shower
21:00	9	27.0	32.0	10.0	WSW	20.0	30.0	84.0	7.4	1010.0	Moderate or heavy rain shower	Partly cloudy
0:00	9	27.0	31.0	8.0	W	14.0	39.0	86.0	0.0	1010.0	Partly cloudy	Moderate or heavy rain shower
3:00	9	26.0	31.0	7.0	NW	13.0	70.0	86.0	3.0	1009.0	Moderate or heavy rain shower	Overcast
6:00	9	27.0	32.0	7.0	N	10.0	92.0	86.0	0.0	1010.0	Overcast	Patchy light rain with thunder
9:00	9	31.0	39.0	7.0	NNE	8.0	22.0	70.0	0.4	1010.0	Patchy light rain with thunder	Thundery outbreaks possible
12:00	9	32.0	40.0	5.0	W	6.0	34.0	64.0	0.0	1008.0	Thundery outbreaks possible	Torrential rain shower
15:00	9	30.0	39.0	8.0	WSW	16.0	28.0	75.0	9.5	1007.0	Torrential rain shower	Cloudy
18:00	9	27.0	32.0	8.0	WSW	14.0	77.0	86.0	0.0	1009.0	Cloudy	Partly cloudy
21:00	9	27.0	33.0	4.0	NW	7.0	30.0	87.0	0.0	1010.0	Partly cloudy	Clear
0:00	9	26.0	32.0	3.0	WSW	5.0	21.0	88.0	0.0	1009.0	Clear	Partly cloudy
3:00	9	26.0	31.0	1.0	NW	2.0	27.0	90.0	0.0	1008.0	Partly cloudy	Partly cloudy
6:00	9	27.0	33.0	3.0	SE	4.0	34.0	84.0	0.0	1008.0	Partly cloudy	Moderate or heavy rain shower
9:00	9	30.0	38.0	8.0	SSW	15.0	21.0	69.0	4.3	1008.0	Moderate or heavy rain shower	Sunny
12:00	9	31.0	39.0	8.0	SW	9.0	24.0	64.0	0.0	1007.0	Sunny	Moderate or heavy rain shower
15:00	9	31.0	39.0	5.0	SSW	9.0	26.0	68.0	4.3	1006.0	Moderate or heavy rain shower	Partly cloudy
18:00	9	28.0	33.0	3.0	SSW	4.0	38.0	80.0	0.0	1007.0	Partly cloudy	Clear
21:00	9	27.0	32.0	3.0	SSE	5.0	19.0	82.0	0.0	1008.0	Clear	Clear
0:00	9	26.0	31.0	3.0	SE	4.0	22.0	86.0	0.0	1007.0	Clear	Clear
3:00	9	25.0	31.0	3.0	ENE	5.0	23.0	88.0	0.0	1006.0	Clear	Partly cloudy
6:00	9	27.0	32.0	3.0	ESE	4.0	56.0	83.0	0.0	1008.0	Partly cloudy	Moderate or heavy rain shower
9:00	9	30.0	36.0	8.0	SSW	14.0	65.0	70.0	4.8	1008.0	Moderate or heavy rain shower	Overcast
12:00	9	29.0	35.0	12.0	SSW	16.0	98.0	77.0	0.0	1006.0	Overcast	Torrential rain shower
15:00	9	26.0	30.0	12.0	WSW	24.0	10.0	89.0	8.7	1005.0	Torrential rain shower	Overcast
18:00	9	25.0	29.0	6.0	S	9.0	0.0	93.0	0.0	1007.0	Overcast	Partly cloudy
21:00	9	25.0	29.0	5.0	SSW	7.0	10.0	93.0	0.0	1008.0	Partly cloudy	Partly cloudy
0:00	9	25.0	28.0	3.0	SSW	5.0	52.0	93.0	0.0	1008.0	Partly cloudy	Light rain shower
3:00	9	25.0	28.0	1.0	WNW	2.0	71.0	93.0	0.7	1007.0	Light rain shower	Cloudy
6:00	9	25.0	29.0	2.0	SSE	2.0	80.0	89.0	0.0	1009.0	Cloudy	Light rain shower
9:00	9	27.0	31.0	6.0	SSW	9.0	60.0	83.0	1.6	1009.0	Light rain shower	Overcast
12:00	9	26.0	30.0	5.0	SE	7.0	10.0	86.0	0.0	1008.0	Overcast	Patchy light rain
15:00	9	25.0	29.0	8.0	SSE	12.0	0.0	91.0	2.4	1007.0	Patchy light rain	Partly cloudy
18:00	9	25.0	28.0	6.0	SW	10.0	59.0	93.0	0.0	1008.0	Partly cloudy	Light rain shower
21:00	9	24.0	28.0	6.0	SW	11.0	61.0	92.0	1.5	1009.0	Light rain shower	Partly cloudy
0:00	9	24.0	27.0	6.0	SSW	10.0	46.0	93.0	0.0	1009.0	Partly cloudy	Light rain shower
3:00	9	24.0	27.0	5.0	S	8.0	48.0	94.0	0.8	1008.0	Light rain shower	Partly cloudy
6:00	9	26.0	30.0	6.0	S	7.0	46.0	90.0	0.0	1009.0	Partly cloudy	Cloudy
9:00	9	29.0	34.0	13.0	SSW	15.0	71.0	76.0	0.0	1010.0	Cloudy	Cloudy
12:00	9	30.0	35.0	15.0	SSW	17.0	65.0	74.0	0.0	1009.0	Cloudy	Moderate or heavy rain shower
15:00	9	28.0	34.0	15.0	SSW	31.0	51.0	82.0	6.8	1007.0	Moderate or heavy rain shower	Cloudy
18:00	9	26.0	30.0	9.0	S	15.0	65.0	90.0	0.0	1009.0	Cloudy	Light rain shower
21:00	9	25.0	29.0	9.0	SSW	14.0	49.0	92.0	1.7	1010.0	Light rain shower	Partly cloudy
0:00	9	25.0	28.0	12.0	SSW	18.0	48.0	94.0	0.0	1009.0	Partly cloudy	Moderate or heavy rain shower
3:00	9	25.0	28.0	12.0	SSW	19.0	48.0	93.0	3.0	1008.0	Moderate or heavy rain shower	Moderate or heavy rain shower
6:00	9	25.0	28.0	14.0	SW	27.0	80.0	90.0	6.4	1009.0	Moderate or heavy rain shower	Patchy rain possible
9:00	9	28.0	33.0	13.0	WSW	19.0	33.0	80.0	1.9	1009.0	Patchy rain possible	Partly cloudy
12:00	9	30.0	35.0	17.0	WSW	21.0	51.0	76.0	0.0	1007.0	Partly cloudy	Moderate or heavy rain shower
15:00	9	28.0	32.0	23.0	SW	42.0	57.0	83.0	5.0	1006.0	Moderate or heavy rain shower	Overcast
18:00	9	25.0	29.0	14.0	SW	22.0	10.0	90.0	0.0	1008.0	Overcast	Patchy light rain
21:00	9	25.0	28.0	13.0	SW	19.0	0.0	92.0	2.2	1009.0	Patchy light rain	Partly cloudy
0:00	9	24.0	28.0	8.0	SW	12.0	55.0	94.0	0.0	1009.0	Partly cloudy	Light rain shower
3:00	9	24.0	28.0	7.0	SSW	11.0	48.0	94.0	1.7	1008.0	Light rain shower	Moderate or heavy rain shower
6:00	9	25.0	28.0	10.0	SSW	15.0	64.0	92.0	3.6	1009.0	Moderate or heavy rain shower	Partly cloudy
9:00	9	28.0	33.0	18.0	SW	21.0	53.0	80.0	0.0	1009.0	Partly cloudy	Partly cloudy
12:00	9	30.0	35.0	18.0	WSW	23.0	49.0	76.0	0.0	1008.0	Partly cloudy	Moderate or heavy rain shower
15:00	9	28.0	34.0	13.0	WSW	27.0	40.0	83.0	4.0	1006.0	Moderate or heavy rain shower	Partly cloudy
18:00	9	26.0	30.0	8.0	WSW	15.0	48.0	88.0	0.0	1008.0	Partly cloudy	Cloudy
21:00	9	25.0	29.0	5.0	WSW	9.0	75.0	90.0	0.0	1009.0	Cloudy	Overcast
0:00	9	25.0	29.0	3.0	WSW	5.0	93.0	91.0	0.0	1009.0	Overcast	Partly cloudy
3:00	9	25.0	29.0	2.0	SSW	3.0	30.0	92.0	0.0	1009.0	Partly cloudy	Partly cloudy
6:00	9	26.0	32.0	1.0	SSE	2.0	33.0	88.0	0.0	1010.0	Partly cloudy	Light rain shower
9:00	9	30.0	36.0	6.0	WSW	7.0	64.0	72.0	0.2	1010.0	Light rain shower	Cloudy
12:00	9	31.0	38.0	8.0	WSW	9.0	65.0	68.0	0.0	1008.0	Cloudy	Moderate or heavy rain shower
15:00	9	30.0	38.0	10.0	SW	18.0	29.0	74.0	4.4	1007.0	Moderate or heavy rain shower	Partly cloudy
18:00	9	27.0	32.0	9.0	SW	16.0	26.0	82.0	0.0	1009.0	Partly cloudy	Cloudy
21:00	9	26.0	31.0	8.0	WSW	14.0	65.0	85.0	0.0	1010.0	Cloudy	Partly cloudy
0:00	9	26.0	30.0	8.0	W	13.0	49.0	88.0	0.0	1009.0	Partly cloudy	Clear
3:00	9	25.0	30.0	6.0	W	10.0	24.0	91.0	0.0	1009.0	Clear	Sunny
6:00	9	27.0	33.0	4.0	NNW	5.0	25.0	86.0	0.0	1010.0	Sunny	Sunny
9:00	9	31.0	38.0	8.0	NW	9.0	24.0	68.0	0.0	1010.0	Sunny	Thundery outbreaks possible
12:00	9	32.0	40.0	9.0	W	11.0	33.0	64.0	0.0	1008.0	Thundery outbreaks possible	Moderate or heavy rain shower
15:00	9	31.0	39.0	10.0	WSW	18.0	82.0	73.0	5.2	1007.0	Moderate or heavy rain shower	Cloudy
18:00	9	27.0	33.0	4.0	SW	7.0	73.0	87.0	0.0	1008.0	Cloudy	Light rain shower
21:00	9	27.0	32.0	6.0	SW	10.0	72.0	88.0	1.7	1009.0	Light rain shower	Overcast
0:00	9	26.0	31.0	6.0	SW	10.0	10.0	91.0	0.0	1009.0	Overcast	Moderate or heavy rain shower
3:00	9	26.0	30.0	5.0	SSW	9.0	0.0	93.0	3.6	1008.0	Moderate or heavy rain shower	Moderate or heavy rain shower
6:00	9	26.0	31.0	5.0	S	8.0	10.0	93.0	5.5	1009.0	Moderate or heavy rain shower	Light rain
9:00	9	27.0	33.0	4.0	SSW	5.0	0.0	87.0	1.3	1009.0	Light rain	Partly cloudy
12:00	9	29.0	36.0	5.0	WSW	6.0	57.0	78.0	0.0	1007.0	Partly cloudy	Partly cloudy
15:00	9	29.0	35.0	4.0	W	5.0	10.0	79.0	0.0	1006.0	Partly cloudy	Partly cloudy
18:00	9	26.0	31.0	1.0	SSW	1.0	0.0	85.0	0.0	1008.0	Partly cloudy	Moderate or heavy rain shower
21:00	9	26.0	30.0	5.0	S	9.0	54.0	86.0	2.7	1009.0	Moderate or heavy rain shower	Partly cloudy
0:00	9	25.0	29.0	3.0	SE	5.0	30.0	90.0	0.0	1009.0	Partly cloudy	Patchy rain possible
3:00	9	25.0	30.0	4.0	SE	6.0	19.0	92.0	0.4	1008.0	Patchy rain possible	Sunny
6:00	9	27.0	33.0	3.0	E	4.0	23.0	86.0	0.0	1010.0	Sunny	Moderate or heavy rain shower
9:00	9	30.0	38.0	8.0	SE	15.0	18.0	71.0	4.8	1009.0	Moderate or heavy rain shower	Partly cloudy
12:00	9	32.0	40.0	10.0	SSE	12.0	28.0	65.0	0.0	1008.0	Partly cloudy	Sunny
15:00	9	31.0	38.0	14.0	SSE	19.0	19.0	73.0	0.0	1007.0	Sunny	Clear
18:00	9	27.0	32.0	11.0	SSE	19.0	11.0	87.0	0.0	1009.0	Clear	Clear
21:00	9	26.0	31.0	9.0	SSE	14.0	19.0	89.0	0.1	1010.0	Clear	Partly cloudy
0:00	9	26.0	30.0	6.0	SSE	11.0	59.0	89.0	0.0	1011.0	Partly cloudy	Light rain shower
3:00	9	25.0	30.0	3.0	ESE	5.0	52.0	89.0	2.4	1010.0	Light rain shower	Partly cloudy
6:00	9	27.0	33.0	6.0	S	7.0	31.0	85.0	0.0	1011.0	Partly cloudy	Sunny
9:00	9	31.0	38.0	9.0	SSW	10.0	24.0	66.0	0.0	1011.0	Sunny	Partly cloudy
12:00	9	32.0	39.0	10.0	SW	11.0	47.0	64.0	0.0	1009.0	Partly cloudy	Torrential rain shower
15:00	9	30.0	38.0	9.0	S	19.0	24.0	77.0	9.8	1008.0	Torrential rain shower	Overcast
18:00	9	26.0	31.0	8.0	WSW	14.0	10.0	86.0	0.0	1010.0	Overcast	Patchy light rain
21:00	9	26.0	31.0	4.0	NW	6.0	0.0	89.0	2.5	1012.0	Patchy light rain	Cloudy
0:00	10	25.0	30.0	4.0	NNW	7.0	78.0	92.0	0.0	1011.0	Cloudy	Cloudy
3:00	10	25.0	29.0	5.0	N	7.0	72.0	91.0	0.0	1009.0	Cloudy	Partly cloudy
6:00	10	26.0	31.0	4.0	NE	5.0	54.0	85.0	0.0	1011.0	Partly cloudy	Cloudy
9:00	10	30.0	35.0	5.0	WNW	6.0	66.0	71.0	0.0	1010.0	Cloudy	Partly cloudy
12:00	10	32.0	40.0	8.0	W	10.0	29.0	62.0	0.0	1008.0	Partly cloudy	Moderate or heavy rain shower
15:00	10	31.0	39.0	9.0	WSW	17.0	58.0	71.0	5.0	1006.0	Moderate or heavy rain shower	Cloudy
18:00	10	26.0	30.0	12.0	SSW	22.0	78.0	87.0	0.0	1008.0	Cloudy	Light rain shower
21:00	10	26.0	30.0	8.0	WSW	14.0	89.0	89.0	0.8	1010.0	Light rain shower	Overcast
0:00	10	26.0	30.0	9.0	SW	14.0	97.0	91.0	0.0	1009.0	Overcast	Moderate or heavy rain shower
3:00	10	26.0	30.0	9.0	SW	16.0	73.0	90.0	4.6	1008.0	Moderate or heavy rain shower	Cloudy
6:00	10	26.0	30.0	5.0	SW	8.0	75.0	90.0	0.0	1009.0	Cloudy	Moderate or heavy rain shower
9:00	10	28.0	33.0	13.0	WSW	23.0	74.0	80.0	4.2	1009.0	Moderate or heavy rain shower	Overcast
12:00	10	28.0	32.0	15.0	WSW	22.0	10.0	82.0	0.0	1008.0	Overcast	Moderate or heavy rain shower
15:00	10	26.0	30.0	12.0	SW	20.0	0.0	90.0	5.2	1007.0	Moderate or heavy rain shower	Overcast
18:00	10	25.0	28.0	8.0	SW	13.0	95.0	92.0	0.0	1009.0	Overcast	Moderate rain
21:00	10	25.0	28.0	10.0	SW	15.0	10.0	93.0	4.6	1010.0	Moderate rain	Mist
0:00	10	24.0	27.0	9.0	SW	13.0	49.0	94.0	0.0	1009.0	Mist	Patchy light rain
3:00	10	24.0	28.0	7.0	SSW	11.0	51.0	93.0	1.1	1008.0	Patchy light rain	Overcast
6:00	10	24.0	28.0	6.0	SSE	9.0	96.0	93.0	0.0	1010.0	Overcast	Overcast
9:00	10	26.0	29.0	8.0	SSE	11.0	10.0	87.0	0.0	1010.0	Overcast	Overcast
12:00	10	26.0	30.0	10.0	SSW	14.0	0.0	86.0	0.0	1009.0	Overcast	Light rain shower
15:00	10	25.0	28.0	8.0	S	13.0	90.0	92.0	1.2	1008.0	Light rain shower	Mist
18:00	10	24.0	28.0	4.0	SE	7.0	10.0	94.0	0.0	1009.0	Mist	Mist
21:00	10	24.0	27.0	8.0	ESE	12.0	0.0	95.0	0.0	1010.0	Mist	Overcast
0:00	10	24.0	27.0	6.0	ESE	11.0	10.0	94.0	0.0	1010.0	Overcast	Partly cloudy
3:00	10	23.0	26.0	6.0	ESE	10.0	0.0	93.0	0.0	1009.0	Partly cloudy	Partly cloudy
6:00	10	25.0	30.0	6.0	SE	7.0	60.0	89.0	0.0	1010.0	Partly cloudy	Sunny
9:00	10	30.0	36.0	9.0	SSE	10.0	30.0	69.0	0.0	1010.0	Sunny	Partly cloudy
12:00	10	31.0	38.0	8.0	S	9.0	21.0	63.0	0.0	1009.0	Partly cloudy	Moderate or heavy rain shower
15:00	10	30.0	37.0	12.0	SSE	20.0	34.0	76.0	4.2	1008.0	Moderate or heavy rain shower	Partly cloudy
18:00	10	26.0	30.0	8.0	SSE	14.0	19.0	86.0	0.0	1010.0	Partly cloudy	Partly cloudy
21:00	10	26.0	29.0	7.0	SSE	12.0	37.0	87.0	0.0	1011.0	Partly cloudy	Partly cloudy
0:00	10	25.0	29.0	3.0	SE	5.0	36.0	90.0	0.0	1011.0	Partly cloudy	Patchy rain possible
3:00	10	25.0	29.0	2.0	E	3.0	32.0	90.0	0.7	1010.0	Patchy rain possible	Partly cloudy
6:00	10	26.0	31.0	6.0	NNE	8.0	26.0	86.0	0.0	1011.0	Partly cloudy	Sunny
9:00	10	30.0	37.0	5.0	NNE	6.0	17.0	67.0	0.0	1010.0	Sunny	Partly cloudy
12:00	10	33.0	41.0	4.0	NW	4.0	28.0	57.0	0.0	1008.0	Partly cloudy	Partly cloudy
15:00	10	32.0	40.0	3.0	SW	4.0	44.0	63.0	0.0	1007.0	Partly cloudy	Partly cloudy
18:00	10	28.0	34.0	2.0	SSW	4.0	28.0	80.0	0.0	1008.0	Partly cloudy	Torrential rain shower
21:00	10	27.0	32.0	4.0	SSW	7.0	32.0	85.0	7.9	1010.0	Torrential rain shower	Partly cloudy
0:00	10	26.0	30.0	5.0	S	10.0	45.0	88.0	0.0	1010.0	Partly cloudy	Patchy rain possible
3:00	10	25.0	31.0	4.0	S	5.0	21.0	90.0	1.3	1009.0	Patchy rain possible	Moderate or heavy rain shower
6:00	10	26.0	32.0	3.0	SSE	4.0	34.0	86.0	3.1	1010.0	Moderate or heavy rain shower	Moderate or heavy rain shower
9:00	10	26.0	32.0	3.0	SSE	5.0	34.0	86.0	2.9	1010.0	Moderate or heavy rain shower	Moderate or heavy rain shower
12:00	10	26.0	32.0	3.0	SSE	5.0	33.0	86.0	2.6	1010.0	Moderate or heavy rain shower	Moderate or heavy rain shower
15:00	10	26.0	31.0	4.0	SSE	6.0	33.0	86.0	2.4	1010.0	Moderate or heavy rain shower	Moderate or heavy rain shower
18:00	10	26.0	31.0	4.0	SSE	7.0	32.0	86.0	2.0	1010.0	Moderate or heavy rain shower	Moderate or heavy rain shower
21:00	10	26.0	31.0	5.0	SSE	8.0	31.0	86.0	1.3	1010.0	Moderate or heavy rain shower	Partly cloudy
0:00	10	26.0	30.0	7.0	SSE	11.0	29.0	86.0	0.0	1009.0	Partly cloudy	Partly cloudy
3:00	10	25.0	29.0	5.0	S	8.0	39.0	89.0	0.0	1009.0	Partly cloudy	Partly cloudy
6:00	10	27.0	32.0	6.0	S	8.0	47.0	84.0	0.0	1010.0	Partly cloudy	Sunny
9:00	10	30.0	37.0	8.0	S	9.0	20.0	67.0	0.0	1009.0	Sunny	Partly cloudy
12:00	10	32.0	38.0	8.0	S	10.0	55.0	61.0	0.0	1008.0	Partly cloudy	Moderate or heavy rain shower
15:00	10	31.0	39.0	9.0	SE	16.0	24.0	71.0	3.7	1006.0	Moderate or heavy rain shower	Clear
18:00	10	27.0	32.0	5.0	SSE	8.0	20.0	82.0	0.0	1008.0	Clear	Light rain shower
21:00	10	26.0	30.0	6.0	SE	11.0	40.0	85.0	1.0	1009.0	Light rain shower	Partly cloudy
